
Knight's Tour Path:
+-------+----------------+-------------------------+-------------------------+-----------------+
| Step  | Current Square |       Next Square       | Transition (Chess Not.) | Location (x, y) |
|   479 |             uG |                      sH |            uG -> sH     |           251   |
|   480 |             sH |                      tF |            sH -> tF     |           259   |
|   481 |             tF |                      uD |            tF -> uD     |           240   |
|   482 |             uD |                      vF |            uD -> vF     |           221   |
|   483 |             vF |                      tG |            vF -> tG     |           242   |
|   484 |             tG |                      sE |            tG -> sE     |           250   |
|   485 |             sE |                      rC |            sE -> rC     |           229   |
|   486 |             rC |                      tB |            rC -> tB     |           208   |
|   487 |             tB |                      vC |            tB -> vC     |           200   |
|   488 |             vC |                      uE |            vC -> uE     |           212   |
|   489 |             uE |                      wD |            uE -> wD     |           231   |
|   490 |             wD |                      xB |            wD -> xB     |           223   |
|   491 |             xB |                      y@ |            xB -> y@     |           204   |
|   492 |             y@ |                      z> |            y@ -> z>     |           185   |
|   493 |             z> |                      y< |            z> -> y<     |           166   |
|   494 |             y< |                      {; |            y< -> {;     |           145   |
|   495 |             {; |                      z= |            {; -> z=     |           137   |
|   496 |             z= |                      y? |            z= -> y?     |           156   |
|   497 |             y? |                      xA |            y? -> xA     |           175   |
|   498 |             xA |                      wC |            xA -> wC     |           194   |
|   499 |             wC |                      vA |            wC -> vA     |           213   |
|   500 |             vA |                      uC |            vA -> uC     |           192   |
|   501 |             uC |                      tE |            uC -> tE     |           211   |
|   502 |             tE |                      rF |            tE -> rF     |           230   |
|   503 |             rF |                      sD |            rF -> sD     |           238   |
|   504 |             sD |                      qC |            sD -> qC     |           219   |
|   505 |             qC |                      oD |            qC -> oD     |           207   |
|   506 |             oD |                      mE |            oD -> mE     |           215   |
|   507 |             mE |                      nG |            mE -> nG     |           223   |
|   508 |             nG |                      lH |            nG -> lH     |           244   |
|   509 |             lH |                      mF |            lH -> mF     |           252   |
|   510 |             mF |                      oE |            mF -> oE     |           233   |
|   511 |             oE |                      qD |            oE -> qD     |           225   |
|   512 |             qD |                      sC |            qD -> sC     |           217   |
|   513 |             sC |                      uB |            sC -> uB     |           209   |
|   514 |             uB |                      wA |            uB -> wA     |           201   |
|   515 |             wA |                      x? |            wA -> x?     |           193   |
|   516 |             x? |                      y= |            x? -> y=     |           174   |
|   517 |             y= |                      z; |            y= -> z;     |           155   |
|   518 |             z; |                      {9 |            z; -> {9     |           136   |
|   519 |             {9 |                      z7 |            {9 -> z7     |           117   |
|   520 |             z7 |                      y9 |            z7 -> y9     |            96   |
|   521 |             y9 |                      x; |            y9 -> x;     |           115   |
|   522 |             x; |                      w= |            x; -> w=     |           134   |
|   523 |             w= |                      v? |            w= -> v?     |           153   |
|   524 |             v? |                      x> |            v? -> x>     |           172   |
|   525 |             x> |                      w@ |            x> -> w@     |           164   |
|   526 |             w@ |                      vB |            w@ -> vB     |           183   |
|   527 |             vB |                      tC |            vB -> tC     |           202   |
|   528 |             tC |                      uA |            tC -> uA     |           210   |
|   529 |             uA |                      sB |            uA -> sB     |           191   |
|   530 |             sB |                      rD |            sB -> rD     |           199   |
|   531 |             rD |                      qB |            rD -> qB     |           218   |
|   532 |             qB |                      sA |            qB -> sA     |           197   |
|   533 |             sA |                      u@ |            sA -> u@     |           189   |
|   534 |             u@ |                      w? |            u@ -> w?     |           181   |
|   535 |             w? |                      x= |            w? -> x=     |           173   |
|   536 |             x= |                      y; |            x= -> y;     |           154   |
|   537 |             y; |                      z9 |            y; -> z9     |           135   |
|   538 |             z9 |                      y7 |            z9 -> y7     |           116   |
|   539 |             y7 |                      x5 |            y7 -> x5     |            95   |
|   540 |             x5 |                      w7 |            x5 -> w7     |            74   |
|   541 |             w7 |                      x9 |            w7 -> x9     |            93   |
|   542 |             x9 |                      w; |            x9 -> w;     |           114   |
|   543 |             w; |                      y: |            w; -> y:     |           133   |
|   544 |             y: |                      x< |            y: -> x<     |           125   |
|   545 |             x< |                      w> |            x< -> w>     |           144   |
|   546 |             w> |                      v@ |            w> -> v@     |           163   |
|   547 |             v@ |                      tA |            v@ -> tA     |           182   |
|   548 |             tA |                      u? |            tA -> u?     |           190   |
|   549 |             u? |                      v= |            u? -> v=     |           171   |
|   550 |             v= |                      t> |            v= -> t>     |           152   |
|   551 |             t> |                      s@ |            t> -> s@     |           160   |
|   552 |             s@ |                      rB |            s@ -> rB     |           179   |
|   553 |             rB |                      pC |            rB -> pC     |           198   |
|   554 |             pC |                      qA |            pC -> qA     |           206   |
|   555 |             qA |                      r? |            qA -> r?     |           187   |
|   556 |             r? |                      t@ |            r? -> t@     |           168   |
|   557 |             t@ |                      u> |            t@ -> u>     |           180   |
|   558 |             u> |                      v< |            u> -> v<     |           161   |
|   559 |             v< |                      w: |            v< -> w:     |           142   |
|   560 |             w: |                      x8 |            w: -> x8     |           123   |
|   561 |             x8 |                      w6 |            x8 -> w6     |           104   |
|   562 |             w6 |                      y5 |            w6 -> y5     |            83   |
|   563 |             y5 |                      x3 |            y5 -> x3     |            75   |
|   564 |             x3 |                      v4 |            x3 -> v4     |            54   |
|   565 |             v4 |                      u6 |            v4 -> u6     |            62   |
|   566 |             u6 |                      w5 |            u6 -> w5     |            81   |
|   567 |             w5 |                      x7 |            w5 -> x7     |            73   |
|   568 |             x7 |                      v8 |            x7 -> v8     |            94   |
|   569 |             v8 |                      u: |            v8 -> u:     |           102   |
|   570 |             u: |                      w9 |            u: -> w9     |           121   |
|   571 |             w9 |                      y8 |            w9 -> y8     |           113   |
|   572 |             y8 |                      x6 |            y8 -> x6     |           105   |
|   573 |             x6 |                      w4 |            x6 -> w4     |            84   |
|   574 |             w4 |                      v2 |            w4 -> v2     |            63   |
|   575 |             v2 |                      u4 |            v2 -> u4     |            42   |
|   576 |             u4 |                      v6 |            u4 -> v6     |            61   |
|   577 |             v6 |                      w8 |            v6 -> w8     |            82   |
|   578 |             w8 |                      x: |            w8 -> x:     |           103   |
|   579 |             x: |                      w< |            x: -> w<     |           124   |
|   580 |             w< |                      v> |            w< -> v>     |           143   |
|   581 |             v> |                      u< |            v> -> u<     |           162   |
|   582 |             u< |                      v: |            u< -> v:     |           141   |
|   583 |             v: |                      u8 |            v: -> u8     |           122   |
|   584 |             u8 |                      t6 |            u8 -> t6     |           101   |
|   585 |             t6 |                      v7 |            t6 -> v7     |            80   |
|   586 |             v7 |                      u5 |            v7 -> u5     |            92   |
|   587 |             u5 |                      t3 |            u5 -> t3     |            71   |
|   588 |             t3 |                      s5 |            t3 -> s5     |            50   |
|   589 |             s5 |                      t7 |            s5 -> t7     |            69   |
|   590 |             t7 |                      u9 |            t7 -> u9     |            90   |
|   591 |             u9 |                      v; |            u9 -> v;     |           111   |
|   592 |             v; |                      u= |            v; -> u=     |           132   |
|   593 |             u= |                      t? |            u= -> t?     |           151   |
|   594 |             t? |                      s= |            t? -> s=     |           170   |
|   595 |             s= |                      t; |            s= -> t;     |           149   |
|   596 |             t; |                      s9 |            t; -> s9     |           130   |
|   597 |             s9 |                      r7 |            s9 -> r7     |           109   |
|   598 |             r7 |                      t8 |            r7 -> t8     |            88   |
|   599 |             t8 |                      v9 |            t8 -> v9     |           100   |
|   600 |             v9 |                      u; |            v9 -> u;     |           112   |
|   601 |             u; |                      t= |            u; -> t=     |           131   |
|   602 |             t= |                      s? |            t= -> s?     |           150   |
|   603 |             s? |                      rA |            s? -> rA     |           169   |
|   604 |             rA |                      pB |            rA -> pB     |           188   |
|   605 |             pB |                      q@ |            pB -> q@     |           196   |
|   606 |             q@ |                      r> |            q@ -> r>     |           177   |
|   607 |             r> |                      s< |            r> -> s<     |           158   |
|   608 |             s< |                      t: |            s< -> t:     |           139   |
|   609 |             t: |                      s8 |            t: -> s8     |           120   |
|   610 |             s8 |                      u7 |            s8 -> u7     |            99   |
|   611 |             u7 |                      t5 |            u7 -> t5     |            91   |
|   612 |             t5 |                      r4 |            t5 -> r4     |            70   |
|   613 |             r4 |                      s6 |            r4 -> s6     |            58   |
|   614 |             s6 |                      q5 |            s6 -> q5     |            79   |
|   615 |             q5 |                      s4 |            q5 -> s4     |            67   |
|   616 |             s4 |                      r2 |            s4 -> r2     |            59   |
|   617 |             r2 |                      p3 |            r2 -> p3     |            38   |
|   618 |             p3 |                      n2 |            p3 -> n2     |            46   |
|   619 |             n2 |                      p1 |            n2 -> p1     |            34   |
|   620 |             p1 |                      q3 |            p1 -> q3     |            26   |
|   621 |             q3 |                      r5 |            q3 -> r5     |            47   |
|   622 |             r5 |                      s7 |            r5 -> s7     |            68   |
|   623 |             s7 |                      t9 |            s7 -> t9     |            89   |
|   624 |             t9 |                      s; |            t9 -> s;     |           110   |
|   625 |             s; |                      r9 |            s; -> r9     |           129   |
|   626 |             r9 |                      q7 |            r9 -> q7     |           108   |
|   627 |             q7 |                      p5 |            q7 -> p5     |            87   |
|   628 |             p5 |                      r6 |            p5 -> r6     |            66   |
|   629 |             r6 |                      q4 |            r6 -> q4     |            78   |
|   630 |             q4 |                      p2 |            q4 -> p2     |            57   |
|   631 |             p2 |                      n1 |            p2 -> n1     |            36   |
|   632 |             n1 |                      o3 |            n1 -> o3     |            24   |
|   633 |             o3 |                      m4 |            o3 -> m4     |            45   |
|   634 |             m4 |                      l2 |            m4 -> l2     |            53   |
|   635 |             l2 |                      j1 |            l2 -> j1     |            32   |
|   636 |             j1 |                      k3 |            j1 -> k3     |            20   |
|   637 |             k3 |                      l1 |            k3 -> l1     |            41   |
|   638 |             l1 |                      j2 |            l1 -> j2     |            22   |
|   639 |             j2 |                      h1 |            j2 -> h1     |            30   |
|   640 |             h1 |                      g3 |            h1 -> g3     |            18   |
|   641 |             g3 |                      f1 |            g3 -> f1     |            37   |
|   642 |             f1 |                      h2 |            f1 -> h2     |            16   |
|   643 |             h2 |                      i4 |            h2 -> i4     |            28   |
|   644 |             i4 |                      k5 |            i4 -> k5     |            49   |
|   645 |             k5 |                      l3 |            k5 -> l3     |            61   |
|   646 |             l3 |                      m1 |            l3 -> m1     |            42   |
|   647 |             m1 |                      o2 |            m1 -> o2     |            23   |
|   648 |             o2 |                      n4 |            o2 -> n4     |            35   |
|   649 |             n4 |                      o6 |            n4 -> o6     |            54   |
|   650 |             o6 |                      p4 |            o6 -> p4     |            75   |
|   651 |             p4 |                      n3 |            p4 -> n3     |            56   |
|   652 |             n3 |                      o5 |            n3 -> o5     |            44   |
|   653 |             o5 |                      q6 |            o5 -> q6     |            65   |
|   654 |             q6 |                      r8 |            q6 -> r8     |            77   |
|   655 |             r8 |                      s: |            r8 -> s:     |            98   |
|   656 |             s: |                      t< |            s: -> t<     |           119   |
|   657 |             t< |                      s> |            t< -> s>     |           140   |
|   658 |             s> |                      r@ |            s> -> r@     |           159   |
|   659 |             r@ |                      q> |            r@ -> q>     |           178   |
|   660 |             q> |                      r< |            q> -> r<     |           157   |
|   661 |             r< |                      q: |            r< -> q:     |           138   |
|   662 |             q: |                      p8 |            q: -> p8     |           117   |
|   663 |             p8 |                      n7 |            p8 -> n7     |            96   |
|   664 |             n7 |                      m5 |            n7 -> m5     |            84   |
|   665 |             m5 |                      o4 |            m5 -> o4     |            63   |
|   666 |             o4 |                      p6 |            o4 -> p6     |            55   |
|   667 |             p6 |                      q8 |            p6 -> q8     |            76   |
|   668 |             q8 |                      r: |            q8 -> r:     |            97   |
|   669 |             r: |                      q< |            r: -> q<     |           118   |
|   670 |             q< |                      p> |            q< -> p>     |           137   |
|   671 |             p> |                      r= |            p> -> r=     |           156   |
|   672 |             r= |                      q? |            r= -> q?     |           148   |
|   673 |             q? |                      pA |            q? -> pA     |           167   |
|   674 |             pA |                      oC |            pA -> oC     |           186   |
|   675 |             oC |                      nE |            oC -> nE     |           205   |
|   676 |             nE |                      lF |            nE -> lF     |           224   |
|   677 |             lF |                      kH |            lF -> kH     |           232   |
|   678 |             kH |                      jJ |            kH -> jJ     |           251   |
|   679 |             jJ |                      iL |            jJ -> iL     |           270   |
|   680 |             iL |                      gM |            iL -> gM     |           289   |
|   681 |             gM |                      hK |            gM -> hK     |           297   |
|   682 |             hK |                      iI |            hK -> iI     |           278   |
|   683 |             iI |                      jG |            iI -> jG     |           259   |
|   684 |             jG |                      kE |            jG -> kE     |           240   |
|   685 |             kE |                      mD |            kE -> mD     |           221   |
|   686 |             mD |                      nB |            mD -> nB     |           213   |
|   687 |             nB |                      o@ |            nB -> o@     |           194   |
|   688 |             o@ |                      n> |            o@ -> n>     |           175   |
|   689 |             n> |                      p? |            n> -> p?     |           154   |
|   690 |             p? |                      oA |            p? -> oA     |           166   |
|   691 |             oA |                      nC |            oA -> nC     |           185   |
|   692 |             nC |                      lD |            nC -> lD     |           204   |
|   693 |             lD |                      kF |            lD -> kF     |           212   |
|   694 |             kF |                      jH |            kF -> jH     |           231   |
|   695 |             jH |                      iF |            jH -> iF     |           250   |
|   696 |             iF |                      kG |            iF -> kG     |           229   |
|   697 |             kG |                      jI |            kG -> jI     |           241   |
|   698 |             jI |                      iK |            jI -> iK     |           260   |
|   699 |             iK |                      hM |            iK -> hM     |           279   |
|   700 |             hM |                      gO |            hM -> gO     |           298   |
|   701 |             gO |                      eP |            gO -> eP     |           317   |
|   702 |             eP |                      fN |            eP -> fN     |           325   |
|   703 |             fN |                      dO |            fN -> dO     |           306   |
|   704 |             dO |                      eM |            dO -> eM     |           314   |
|   705 |             eM |                      gL |            eM -> gL     |           295   |
|   706 |             gL |                      hJ |            gL -> hJ     |           287   |
|   707 |             hJ |                      iH |            hJ -> iH     |           268   |
|   708 |             iH |                      jF |            iH -> jF     |           249   |
|   709 |             jF |                      lE |            jF -> lE     |           230   |
|   710 |             lE |                      nD |            lE -> nD     |           222   |
|   711 |             nD |                      oB |            nD -> oB     |           214   |
|   712 |             oB |                      p@ |            oB -> p@     |           195   |
|   713 |             p@ |                      nA |            p@ -> nA     |           176   |
|   714 |             nA |                      mC |            nA -> mC     |           184   |
|   715 |             mC |                      kD |            mC -> kD     |           203   |
|   716 |             kD |                      lB |            kD -> lB     |           211   |
|   717 |             lB |                      m@ |            lB -> m@     |           192   |
|   718 |             m@ |                      o? |            m@ -> o?     |           173   |
|   719 |             o? |                      p= |            o? -> p=     |           165   |
|   720 |             p= |                      q; |            p= -> q;     |           146   |
|   721 |             q; |                      p9 |            q; -> p9     |           127   |
|   722 |             p9 |                      o; |            p9 -> o;     |           106   |
|   723 |             o; |                      n= |            o; -> n=     |           125   |
|   724 |             n= |                      p< |            n= -> p<     |           144   |
|   725 |             p< |                      r; |            p< -> r;     |           136   |
|   726 |             r; |                      q= |            r; -> q=     |           128   |
|   727 |             q= |                      o> |            q= -> o>     |           147   |
|   728 |             o> |                      n@ |            o> -> n@     |           155   |
|   729 |             n@ |                      mB |            n@ -> mB     |           174   |
|   730 |             mB |                      kC |            mB -> kC     |           193   |
|   731 |             kC |                      jE |            kC -> jE     |           201   |
|   732 |             jE |                      iG |            jE -> iG     |           220   |
|   733 |             iG |                      hI |            iG -> hI     |           239   |
|   734 |             hI |                      gK |            hI -> gK     |           258   |
|   735 |             gK |                      fM |            gK -> fM     |           277   |
|   736 |             fM |                      dN |            fM -> dN     |           296   |
|   737 |             dN |                      eL |            dN -> eL     |           304   |
|   738 |             eL |                      cM |            eL -> cM     |           285   |
|   739 |             cM |                      eN |            cM -> eN     |           293   |
|   740 |             eN |                      cO |            eN -> cO     |           305   |
|   741 |             cO |                      aP |            cO -> aP     |           313   |
|   742 |             aP |                      bN |            aP -> bN     |           321   |
|   743 |             bN |                      aL |            bN -> aL     |           302   |
|   744 |             aL |                      bJ |            aL -> bJ     |           281   |
|   745 |             bJ |                      cL |            bJ -> cL     |           262   |
|   746 |             cL |                      aK |            cL -> aK     |           283   |
|   747 |             aK |                      bM |            aK -> bM     |           271   |
|   748 |             bM |                      dL |            bM -> dL     |           292   |
|   749 |             dL |                      cJ |            dL -> cJ     |           284   |
|   750 |             cJ |                      eK |            cJ -> eK     |           263   |
|   751 |             eK |                      dM |            eK -> dM     |           275   |
|   752 |             dM |                      cK |            dM -> cK     |           294   |
|   753 |             cK |                      dI |            cK -> dI     |           273   |
|   754 |             dI |                      fJ |            dI -> fJ     |           254   |
|   755 |             fJ |                      dK |            fJ -> dK     |           266   |
|   756 |             dK |                      fL |            dK -> fL     |           274   |
|   757 |             fL |                      gJ |            fL -> gJ     |           286   |
|   758 |             gJ |                      hH |            gJ -> hH     |           267   |
|   759 |             hH |                      fI |            hH -> fI     |           248   |
|   760 |             fI |                      gG |            fI -> gG     |           256   |
|   761 |             gG |                      hE |            gG -> hE     |           237   |
|   762 |             hE |                      jD |            hE -> jD     |           218   |
|   763 |             jD |                      lC |            jD -> lC     |           210   |
|   764 |             lC |                      mA |            lC -> mA     |           202   |
|   765 |             mA |                      n? |            mA -> n?     |           183   |
|   766 |             n? |                      o= |            n? -> o=     |           164   |
|   767 |             o= |                      p; |            o= -> p;     |           145   |
|   768 |             p; |                      q9 |            p; -> q9     |           126   |
|   769 |             q9 |                      p7 |            q9 -> p7     |           107   |
|   770 |             p7 |                      o9 |            p7 -> o9     |            86   |
|   771 |             o9 |                      n; |            o9 -> n;     |           105   |
|   772 |             n; |                      p: |            n; -> p:     |           124   |
|   773 |             p: |                      o< |            p: -> o<     |           116   |
|   774 |             o< |                      m= |            o< -> m=     |           135   |
|   775 |             m= |                      l? |            m= -> l?     |           143   |
|   776 |             l? |                      kA |            l? -> kA     |           162   |
|   777 |             kA |                      jC |            kA -> jC     |           181   |
|   778 |             jC |                      iE |            jC -> iE     |           200   |
|   779 |             iE |                      hG |            iE -> hG     |           219   |
|   780 |             hG |                      gI |            hG -> gI     |           238   |
|   781 |             gI |                      fK |            gI -> fK     |           257   |
|   782 |             fK |                      dJ |            fK -> dJ     |           276   |
|   783 |             dJ |                      bI |            dJ -> bI     |           264   |
|   784 |             bI |                      aG |            bI -> aG     |           252   |
|   785 |             aG |                      cH |            aG -> cH     |           231   |
|   786 |             cH |                      eI |            cH -> eI     |           243   |
|   787 |             eI |                      gH |            eI -> gH     |           255   |
|   788 |             gH |                      hF |            gH -> hF     |           247   |
|   789 |             hF |                      iD |            hF -> iD     |           228   |
|   790 |             iD |                      jB |            iD -> jB     |           209   |
|   791 |             jB |                      lA |            jB -> lA     |           190   |
|   792 |             lA |                      m? |            lA -> m?     |           182   |
|   793 |             m? |                      k@ |            m? -> k@     |           163   |
|   794 |             k@ |                      l> |            k@ -> l>     |           171   |
|   795 |             l> |                      m< |            l> -> m<     |           152   |
|   796 |             m< |                      n: |            m< -> n:     |           133   |
|   797 |             n: |                      o8 |            n: -> o8     |           114   |
|   798 |             o8 |                      n6 |            o8 -> n6     |            95   |
|   799 |             n6 |                      m8 |            n6 -> m8     |            74   |
|   800 |             m8 |                      o7 |            m8 -> o7     |            93   |
|   801 |             o7 |                      n9 |            o7 -> n9     |            85   |
|   802 |             n9 |                      l: |            n9 -> l:     |           104   |
|   803 |             l: |                      k< |            l: -> k<     |           112   |
|   804 |             k< |                      m; |            k< -> m;     |           131   |
|   805 |             m; |                      o: |            m; -> o:     |           123   |
|   806 |             o: |                      n< |            o: -> n<     |           115   |
|   807 |             n< |                      m> |            n< -> m>     |           134   |
|   808 |             m> |                      l@ |            m> -> l@     |           153   |
|   809 |             l@ |                      kB |            l@ -> kB     |           172   |
|   810 |             kB |                      iC |            kB -> iC     |           191   |
|   811 |             iC |                      jA |            iC -> jA     |           199   |
|   812 |             jA |                      k? |            jA -> k?     |           180   |
|   813 |             k? |                      l= |            k? -> l=     |           161   |
|   814 |             l= |                      j> |            l= -> j>     |           142   |
|   815 |             j> |                      i@ |            j> -> i@     |           150   |
|   816 |             i@ |                      hB |            i@ -> hB     |           169   |
|   817 |             hB |                      gD |            hB -> gD     |           188   |
|   818 |             gD |                      fF |            gD -> fF     |           207   |
|   819 |             fF |                      eH |            fF -> eH     |           226   |
|   820 |             eH |                      cI |            eH -> cI     |           245   |
|   821 |             cI |                      eJ |            cI -> eJ     |           253   |
|   822 |             eJ |                      fH |            eJ -> fH     |           265   |
|   823 |             fH |                      dG |            fH -> dG     |           246   |
|   824 |             dG |                      cE |            dG -> cE     |           234   |
|   825 |             cE |                      aD |            cE -> aD     |           213   |
|   826 |             aD |                      bF |            aD -> bF     |           201   |
|   827 |             bF |                      aH |            bF -> aH     |           222   |
|   828 |             aH |                      cG |            aH -> cG     |           241   |
|   829 |             cG |                      dE |            cG -> dE     |           233   |
|   830 |             dE |                      eG |            dE -> eG     |           214   |
|   831 |             eG |                      gF |            eG -> gF     |           235   |
|   832 |             gF |                      hD |            gF -> hD     |           227   |
|   833 |             hD |                      iB |            hD -> iB     |           208   |
|   834 |             iB |                      j@ |            iB -> j@     |           189   |
|   835 |             j@ |                      k> |            j@ -> k>     |           170   |
|   836 |             k> |                      l< |            k> -> l<     |           151   |
|   837 |             l< |                      m: |            l< -> m:     |           132   |
|   838 |             m: |                      n8 |            m: -> n8     |           113   |
|   839 |             n8 |                      m6 |            n8 -> m6     |            94   |
|   840 |             m6 |                      l8 |            m6 -> l8     |            73   |
|   841 |             l8 |                      k: |            l8 -> k:     |            92   |
|   842 |             k: |                      m9 |            k: -> m9     |           111   |
|   843 |             m9 |                      l7 |            m9 -> l7     |           103   |
|   844 |             l7 |                      k9 |            l7 -> k9     |            82   |
|   845 |             k9 |                      l; |            k9 -> l;     |           101   |
|   846 |             l; |                      k= |            l; -> k=     |           122   |
|   847 |             k= |                      j? |            k= -> j?     |           141   |
|   848 |             j? |                      iA |            j? -> iA     |           160   |
|   849 |             iA |                      hC |            iA -> hC     |           179   |
|   850 |             hC |                      gE |            hC -> gE     |           198   |
|   851 |             gE |                      fG |            gE -> fG     |           217   |
|   852 |             fG |                      dH |            fG -> dH     |           236   |
|   853 |             dH |                      eF |            dH -> eF     |           244   |
|   854 |             eF |                      fD |            eF -> fD     |           225   |
|   855 |             fD |                      gB |            fD -> gB     |           206   |
|   856 |             gB |                      h@ |            gB -> h@     |           187   |
|   857 |             h@ |                      i> |            h@ -> i>     |           168   |
|   858 |             i> |                      j< |            i> -> j<     |           149   |
|   859 |             j< |                      i: |            j< -> i:     |           130   |
|   860 |             i: |                      k; |            i: -> k;     |           109   |
|   861 |             k; |                      j= |            k; -> j=     |           121   |
|   862 |             j= |                      i? |            j= -> i?     |           140   |
|   863 |             i? |                      hA |            i? -> hA     |           159   |
|   864 |             hA |                      gC |            hA -> gC     |           178   |
|   865 |             gC |                      fE |            gC -> fE     |           197   |
|   866 |             fE |                      dF |            fE -> dF     |           216   |
|   867 |             dF |                      eD |            dF -> eD     |           224   |
|   868 |             eD |                      fB |            eD -> fB     |           205   |
|   869 |             fB |                      g@ |            fB -> g@     |           186   |
|   870 |             g@ |                      h> |            g@ -> h>     |           167   |
|   871 |             h> |                      i< |            h> -> i<     |           148   |
|   872 |             i< |                      j: |            i< -> j:     |           129   |
|   873 |             j: |                      l9 |            j: -> l9     |           110   |
|   874 |             l9 |                      m7 |            l9 -> m7     |           102   |
|   875 |             m7 |                      n5 |            m7 -> n5     |            83   |
|   876 |             n5 |                      m3 |            n5 -> m3     |            64   |
|   877 |             m3 |                      l5 |            m3 -> l5     |            43   |
|   878 |             l5 |                      k7 |            l5 -> k7     |            62   |
|   879 |             k7 |                      j9 |            k7 -> j9     |            81   |
|   880 |             j9 |                      i; |            j9 -> i;     |           100   |
|   881 |             i; |                      h= |            i; -> h=     |           119   |
|   882 |             h= |                      g? |            h= -> g?     |           138   |
|   883 |             g? |                      fA |            g? -> fA     |           157   |
|   884 |             fA |                      eC |            fA -> eC     |           176   |
|   885 |             eC |                      cD |            eC -> cD     |           195   |
|   886 |             cD |                      eE |            cD -> eE     |           203   |
|   887 |             eE |                      cF |            eE -> cF     |           215   |
|   888 |             cF |                      dD |            cF -> dD     |           223   |
|   889 |             dD |                      bE |            dD -> bE     |           204   |
|   890 |             bE |                      aC |            bE -> aC     |           212   |
|   891 |             aC |                      cB |            aC -> cB     |           191   |
|   892 |             cB |                      d@ |            cB -> d@     |           183   |
|   893 |             d@ |                      eB |            d@ -> eB     |           164   |
|   894 |             eB |                      cC |            eB -> cC     |           185   |
|   895 |             cC |                      bA |            cC -> bA     |           193   |
|   896 |             bA |                      a? |            bA -> a?     |           172   |
|   897 |             a? |                      c> |            a? -> c>     |           151   |
|   898 |             c> |                      e? |            c> -> e?     |           143   |
|   899 |             e? |                      dA |            e? -> dA     |           155   |
|   900 |             dA |                      bB |            dA -> bB     |           174   |
|   901 |             bB |                      dC |            bB -> dC     |           182   |
|   902 |             dC |                      cA |            dC -> cA     |           194   |
|   903 |             cA |                      a@ |            cA -> a@     |           173   |
|   904 |             a@ |                      c? |            a@ -> c?     |           161   |
|   905 |             c? |                      b= |            c? -> b=     |           153   |
|   906 |             b= |                      a; |            b= -> a;     |           132   |
|   907 |             a; |                      c: |            a; -> c:     |           111   |
|   908 |             c: |                      d< |            c: -> d<     |           103   |
|   909 |             d< |                      e> |            d< -> e>     |           124   |
|   910 |             e> |                      f@ |            e> -> f@     |           145   |
|   911 |             f@ |                      g> |            f@ -> g>     |           166   |
|   912 |             g> |                      h< |            g> -> h<     |           147   |
|   913 |             h< |                      j; |            h< -> j;     |           128   |
|   914 |             j; |                      i= |            j; -> i=     |           120   |
|   915 |             i= |                      h? |            i= -> h?     |           139   |
|   916 |             h? |                      gA |            h? -> gA     |           158   |
|   917 |             gA |                      fC |            gA -> fC     |           177   |
|   918 |             fC |                      dB |            fC -> dB     |           196   |
|   919 |             dB |                      e@ |            dB -> e@     |           184   |
|   920 |             e@ |                      f> |            e@ -> f>     |           165   |
|   921 |             f> |                      g< |            f> -> g<     |           146   |
|   922 |             g< |                      h: |            g< -> h:     |           127   |
|   923 |             h: |                      i8 |            h: -> i8     |           108   |
|   924 |             i8 |                      j6 |            i8 -> j6     |            89   |
|   925 |             j6 |                      k8 |            j6 -> k8     |            70   |
|   926 |             k8 |                      l6 |            k8 -> l6     |            91   |
|   927 |             l6 |                      k4 |            l6 -> k4     |            72   |
|   928 |             k4 |                      i3 |            k4 -> i3     |            51   |
|   929 |             i3 |                      k2 |            i3 -> k2     |            39   |
|   930 |             k2 |                      l4 |            k2 -> l4     |            31   |
|   931 |             l4 |                      j5 |            l4 -> j5     |            52   |
|   932 |             j5 |                      i7 |            j5 -> i7     |            60   |
|   933 |             i7 |                      k6 |            i7 -> k6     |            79   |
|   934 |             k6 |                      j8 |            k6 -> j8     |            71   |
|   935 |             j8 |                      h9 |            j8 -> h9     |            90   |
|   936 |             h9 |                      g; |            h9 -> g;     |            98   |
|   937 |             g; |                      f= |            g; -> f=     |           117   |
|   938 |             f= |                      d> |            f= -> d>     |           136   |
|   939 |             d> |                      c@ |            d> -> c@     |           144   |
|   940 |             c@ |                      eA |            c@ -> eA     |           163   |
|   941 |             eA |                      f? |            eA -> f?     |           175   |
|   942 |             f? |                      g= |            f? -> g=     |           156   |
|   943 |             g= |                      h; |            g= -> h;     |           137   |
|   944 |             h; |                      i9 |            h; -> i9     |           118   |
|   945 |             i9 |                      j7 |            i9 -> j7     |            99   |
|   946 |             j7 |                      h6 |            j7 -> h6     |            80   |
|   947 |             h6 |                      g8 |            h6 -> g8     |            68   |
|   948 |             g8 |                      f: |            g8 -> f:     |            87   |
|   949 |             f: |                      e< |            f: -> e<     |           106   |
|   950 |             e< |                      c= |            e< -> c=     |           125   |
|   951 |             c= |                      d? |            c= -> d?     |           133   |
|   952 |             d? |                      e= |            d? -> e=     |           154   |
|   953 |             e= |                      f; |            e= -> f;     |           135   |
|   954 |             f; |                      g9 |            f; -> g9     |           116   |
|   955 |             g9 |                      h7 |            g9 -> h7     |            97   |
|   956 |             h7 |                      i5 |            h7 -> i5     |            78   |
|   957 |             i5 |                      j3 |            i5 -> j3     |            59   |
